0.001,BloatedBedBugA,{-831.47\,-555.57},1.0,1
0.001,BloatedBedBugA,{-773.01\,-634.393},1.0,1
0.001,BloatedBedBugA,{-707.107\,-707.107},1.0,1
0.001,BloatedBedBugA,{-634.393\,-773.01},1.0,1
0.001,BloatedBedBugA,{-555.57\,-831.47},1.0,1
0.001,BloatedBedBugA,{-471.397\,-881.921},1.0,1
0.001,BloatedBedBugA,{-382.683\,-923.88},1.0,1
0.001,BloatedBedBugA,{-290.285\,-956.94},1.0,1
0.001,BloatedBedBugA,{-195.09\,-980.785},1.0,1
0.001,BloatedBedBugA,{-98.0171\,-995.185},1.0,1
0.001,BloatedBedBugA,{-1.83697e-13\,-1000},1.0,1
0.001,BloatedBedBugA,{98.0171\,-995.185},1.0,1
0.001,BloatedBedBugA,{195.09\,-980.785},1.0,1
0.001,BloatedBedBugA,{290.285\,-956.94},1.0,1
0.001,BloatedBedBugA,{382.683\,-923.88},1.0,1
0.001,BloatedBedBugA,{471.397\,-881.921},1.0,1
0.001,BloatedBedBugA,{555.57\,-831.47},1.0,1
0.001,BloatedBedBugA,{634.393\,-773.01},1.0,1
0.001,BloatedBedBugA,{707.107\,-707.107},1.0,1
0.001,BloatedBedBugA,{773.01\,-634.393},1.0,1
0.001,BloatedBedBugA,{831.47\,-555.57},1.0,1
0.001,BloatedBedBugA,{881.921\,-471.397},1.0,1
0.001,BloatedBedBugA,{923.88\,-382.683},1.0,1
0.001,BloatedBedBugA,{956.94\,-290.285},1.0,1
0.001,BloatedBedBugA,{980.785\,-195.09},1.0,1
0.001,BloatedBedBugA,{995.185\,-98.0171},1.0,1
30,Spider,{1500\,0},1.0,2
0.001,Spider,{1492.78\,147.026},1.0,2
0.001,Spider,{1471.18\,292.635},1.0,2
0.001,Spider,{1435.41\,435.427},1.0,2
0.001,Spider,{1385.82\,574.025},1.0,2
0.001,Spider,{1322.88\,707.095},1.0,2
0.001,Spider,{1247.2\,833.355},1.0,2
0.001,Spider,{1159.52\,951.59},1.0,2
0.001,Spider,{1060.66\,1060.66},1.0,2
0.001,Spider,{951.59\,1159.52},1.0,2
0.001,Spider,{833.355\,1247.2},1.0,2
0.001,Spider,{707.095\,1322.88},1.0,2
0.001,Spider,{574.025\,1385.82},1.0,2
0.001,Spider,{435.427\,1435.41},1.0,2
0.001,Spider,{292.635\,1471.18},1.0,2
0.001,Spider,{147.026\,1492.78},1.0,2
0.001,Spider,{9.18485e-14\,1500},1.0,2
0.001,Spider,{-147.026\,1492.78},1.0,2
0.001,Spider,{-292.635\,1471.18},1.0,2
0.001,Spider,{-435.427\,1435.41},1.0,2
0.001,Spider,{-574.025\,1385.82},1.0,2
0.001,Spider,{-707.095\,1322.88},1.0,2
0.001,Spider,{-833.355\,1247.2},1.0,2
0.001,Spider,{-951.59\,1159.52},1.0,2
0.001,Spider,{-1060.66\,1060.66},1.0,2
0.001,Spider,{-1159.52\,951.59},1.0,2
0.001,Spider,{-1247.2\,833.355},1.0,2
0.001,Spider,{-1322.88\,707.095},1.0,2
0.001,Spider,{-1385.82\,574.025},1.0,2
0.001,Spider,{-1435.41\,435.427},1.0,2
0.001,Spider,{-1471.18\,292.635},1.0,2
0.001,Spider,{-1492.78\,147.026},1.0,2
0.001,Spider,{-1500\,1.83697e-13},1.0,2
0.001,Spider,{-1492.78\,-147.026},1.0,2
0.001,Spider,{-1471.18\,-292.635},1.0,2
0.001,Spider,{-1435.41\,-435.427},1.0,2
0.001,Spider,{-1385.82\,-574.025},1.0,2
0.001,Spider,{-1322.88\,-707.095},1.0,2
0.001,Spider,{-1247.2\,-833.355},1.0,2
0.001,Spider,{-1159.52\,-951.59},1.0,2
0.001,Spider,{-1060.66\,-1060.66},1.0,2
0.001,Spider,{-951.59\,-1159.52},1.0,2
0.001,Spider,{-833.355\,-1247.2},1.0,2
0.001,Spider,{-707.095\,-1322.88},1.0,2
0.001,Spider,{-574.025\,-1385.82},1.0,2
0.001,Spider,{-435.427\,-1435.41},1.0,2
0.001,Spider,{-292.635\,-1471.18},1.0,2
0.001,Spider,{-147.026\,-1492.78},1.0,2
0.001,Spider,{-2.75546e-13\,-1500},1.0,2
0.001,Spider,{147.026\,-1492.78},1.0,2
0.001,Spider,{292.635\,-1471.18},1.0,2
0.001,Spider,{435.427\,-1435.41},1.0,2
0.001,Spider,{574.025\,-1385.82},1.0,2
0.001,Spider,{707.095\,-1322.88},1.0,2
0.001,Spider,{833.355\,-1247.2},1.0,2
0.001,Spider,{951.59\,-1159.52},1.0,2
0.001,Spider,{1060.66\,-1060.66},1.0,2
0.001,Spider,{1159.52\,-951.59},1.0,2
0.001,Spider,{1247.2\,-833.355},1.0,2
0.001,Spider,{1322.88\,-707.095},1.0,2
0.001,Spider,{1385.82\,-574.025},1.0,2
0.001,Spider,{1435.41\,-435.427},1.0,2
0.001,Spider,{1471.18\,-292.635},1.0,2
0.001,Spider,{1492.78\,-147.026},1.0,2
30,Spider,{1500\,0},1.0,2
0.001,Spider,{1492.78\,147.026},1.0,2
0.001,Spider,{1471.18\,292.635},1.0,2
0.001,Spider,{1435.41\,435.427},1.0,2
0.001,Spider,{1385.82\,574.025},1.0,2
0.001,Spider,{1322.88\,707.095},1.0,2
0.001,Spider,{1247.2\,833.355},1.0,2
0.001,Spider,{1159.52\,951.59},1.0,2
0.001,Spider,{1060.66\,1060.66},1.0,2
0.001,Spider,{951.59\,1159.52},1.0,2
0.001,Spider,{833.355\,1247.2},1.0,2
0.001,Spider,{707.095\,1322.88},1.0,2
0.001,Spider,{574.025\,1385.82},1.0,2
0.001,Spider,{435.427\,1435.41},1.0,2
0.001,Spider,{292.635\,1471.18},1.0,2
0.001,Spider,{147.026\,1492.78},1.0,2
0.001,Spider,{9.18485e-14\,1500},1.0,2
0.001,Spider,{-147.026\,1492.78},1.0,2
0.001,Spider,{-292.635\,1471.18},1.0,2
0.001,Spider,{-435.427\,1435.41},1.0,2
0.001,Spider,{-574.025\,1385.82},1.0,2
0.001,Spider,{-707.095\,1322.88},1.0,2
0.001,Spider,{-833.355\,1247.2},1.0,2
0.001,Spider,{-951.59\,1159.52},1.0,2
0.001,Spider,{-1060.66\,1060.66},1.0,2
0.001,Spider,{-1159.52\,951.59},1.0,2
0.001,Spider,{-1247.2\,833.355},1.0,2
0.001,Spider,{-1322.88\,707.095},1.0,2
0.001,Spider,{-1385.82\,574.025},1.0,2
0.001,Spider,{-1435.41\,435.427},1.0,2
0.001,Spider,{-1471.18\,292.635},1.0,2
0.001,Spider,{-1492.78\,147.026},1.0,2
0.001,Spider,{-1500\,1.83697e-13},1.0,2
0.001,Spider,{-1492.78\,-147.026},1.0,2
0.001,Spider,{-1471.18\,-292.635},1.0,2
0.001,Spider,{-1435.41\,-435.427},1.0,2
0.001,Spider,{-1385.82\,-574.025},1.0,2
0.001,Spider,{-1322.88\,-707.095},1.0,2
0.001,Spider,{-1247.2\,-833.355},1.0,2
0.001,Spider,{-1159.52\,-951.59},1.0,2
0.001,Spider,{-1060.66\,-1060.66},1.0,2
0.001,Spider,{-951.59\,-1159.52},1.0,2
0.001,Spider,{-833.355\,-1247.2},1.0,2
0.001,Spider,{-707.095\,-1322.88},1.0,2
0.001,Spider,{-574.025\,-1385.82},1.0,2
0.001,Spider,{-435.427\,-1435.41},1.0,2
0.001,Spider,{-292.635\,-1471.18},1.0,2
0.001,Spider,{-147.026\,-1492.78},1.0,2
0.001,Spider,{-2.75546e-13\,-1500},1.0,2
0.001,Spider,{147.026\,-1492.78},1.0,2
0.001,Spider,{292.635\,-1471.18},1.0,2
0.001,Spider,{435.427\,-1435.41},1.0,2
0.001,Spider,{574.025\,-1385.82},1.0,2
0.001,Spider,{707.095\,-1322.88},1.0,2
0.001,Spider,{833.355\,-1247.2},1.0,2
0.001,Spider,{951.59\,-1159.52},1.0,2
0.001,Spider,{1060.66\,-1060.66},1.0,2
0.001,Spider,{1159.52\,-951.59},1.0,2
0.001,Spider,{1247.2\,-833.355},1.0,2
0.001,Spider,{1322.88\,-707.095},1.0,2
0.001,Spider,{1385.82\,-574.025},1.0,2
0.001,Spider,{1435.41\,-435.427},1.0,2
0.001,Spider,{1471.18\,-292.635},1.0,2
0.001,Spider,{1492.78\,-147.026},1.0,2
30,BloatedBedBugA,{1000\,0},1.0,1
0.001,BloatedBedBugA,{995.185\,98.0171},1.0,1
0.001,BloatedBedBugA,{980.785\,195.09},1.0,1
0.001,BloatedBedBugA,{956.94\,290.285},1.0,1
0.001,BloatedBedBugA,{923.88\,382.683},1.0,1
0.001,BloatedBedBugA,{881.921\,471.397},1.0,1
0.001,BloatedBedBugA,{831.47\,555.57},1.0,1
0.001,BloatedBedBugA,{773.01\,634.393},1.0,1
0.001,BloatedBedBugA,{707.107\,707.107},1.0,1
0.001,BloatedBedBugA,{634.393\,773.01},1.0,1
0.001,BloatedBedBugA,{555.57\,831.47},1.0,1
0.001,BloatedBedBugA,{471.397\,881.921},1.0,1
0.001,BloatedBedBugA,{382.683\,923.88},1.0,1
0.001,BloatedBedBugA,{290.285\,956.94},1.0,1
0.001,BloatedBedBugA,{195.09\,980.785},1.0,1
0.001,BloatedBedBugA,{98.0171\,995.185},1.0,1
0.001,BloatedBedBugA,{6.12323e-14\,1000},1.0,1
0.001,BloatedBedBugA,{-98.0171\,995.185},1.0,1
0.001,BloatedBedBugA,{-195.09\,980.785},1.0,1
0.001,BloatedBedBugA,{-290.285\,956.94},1.0,1
0.001,BloatedBedBugA,{-382.683\,923.88},1.0,1
0.001,BloatedBedBugA,{-471.397\,881.921},1.0,1
0.001,BloatedBedBugA,{-555.57\,831.47},1.0,1
0.001,BloatedBedBugA,{-634.393\,773.01},1.0,1
0.001,BloatedBedBugA,{-707.107\,707.107},1.0,1
0.001,BloatedBedBugA,{-773.01\,634.393},1.0,1
0.001,BloatedBedBugA,{-831.47\,555.57},1.0,1
0.001,BloatedBedBugA,{-881.921\,471.397},1.0,1
0.001,BloatedBedBugA,{-923.88\,382.683},1.0,1
0.001,BloatedBedBugA,{-956.94\,290.285},1.0,1
0.001,BloatedBedBugA,{-980.785\,195.09},1.0,1
0.001,BloatedBedBugA,{-995.185\,98.0171},1.0,1
0.001,BloatedBedBugA,{-1000\,1.22465e-13},1.0,1
0.001,BloatedBedBugA,{-995.185\,-98.0171},1.0,1
0.001,BloatedBedBugA,{-980.785\,-195.09},1.0,1
0.001,BloatedBedBugA,{-956.94\,-290.285},1.0,1
0.001,BloatedBedBugA,{-923.88\,-382.683},1.0,1
0.001,BloatedBedBugA,{-881.921\,-471.397},1.0,1
0.001,BloatedBedBugA,{-831.47\,-555.57},1.0,1
0.001,BloatedBedBugA,{-773.01\,-634.393},1.0,1
0.001,BloatedBedBugA,{-707.107\,-707.107},1.0,1
0.001,BloatedBedBugA,{-634.393\,-773.01},1.0,1
0.001,BloatedBedBugA,{-555.57\,-831.47},1.0,1
0.001,BloatedBedBugA,{-471.397\,-881.921},1.0,1
0.001,BloatedBedBugA,{-382.683\,-923.88},1.0,1
0.001,BloatedBedBugA,{-290.285\,-956.94},1.0,1
0.001,BloatedBedBugA,{-195.09\,-980.785},1.0,1
0.001,BloatedBedBugA,{-98.0171\,-995.185},1.0,1
0.001,BloatedBedBugA,{-1.83697e-13\,-1000},1.0,1
0.001,BloatedBedBugA,{98.0171\,-995.185},1.0,1
0.001,BloatedBedBugA,{195.09\,-980.785},1.0,1
0.001,BloatedBedBugA,{290.285\,-956.94},1.0,1
0.001,BloatedBedBugA,{382.683\,-923.88},1.0,1
0.001,BloatedBedBugA,{471.397\,-881.921},1.0,1
0.001,BloatedBedBugA,{555.57\,-831.47},1.0,1
0.001,BloatedBedBugA,{634.393\,-773.01},1.0,1
0.001,BloatedBedBugA,{707.107\,-707.107},1.0,1
0.001,BloatedBedBugA,{773.01\,-634.393},1.0,1
0.001,BloatedBedBugA,{831.47\,-555.57},1.0,1
0.001,BloatedBedBugA,{881.921\,-471.397},1.0,1
0.001,BloatedBedBugA,{923.88\,-382.683},1.0,1
0.001,BloatedBedBugA,{956.94\,-290.285},1.0,1
0.001,BloatedBedBugA,{980.785\,-195.09},1.0,1
0.001,BloatedBedBugA,{995.185\,-98.0171},1.0,1
40,BigSpider,{1000\,0},0.6,2
10,BloatedBedBugB,{700\,0},1.0,1
0.001,BloatedBedBugB,{494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{4.28626e-14\,700},1.0,1
0.001,BloatedBedBugB,{-494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{-700\,8.57253e-14},1.0,1
0.001,BloatedBedBugB,{-494.975\,-494.975},1.0,1
0.001,BloatedBedBugB,{-1.28588e-13\,-700},1.0,1
0.001,BloatedBedBugB,{494.975\,-494.975},1.0,1
10,BloatedBedBugB,{700\,0},1.0,1
0.001,BloatedBedBugB,{494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{4.28626e-14\,700},1.0,1
0.001,BloatedBedBugB,{-494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{-700\,8.57253e-14},1.0,1
0.001,BloatedBedBugB,{-494.975\,-494.975},1.0,1
0.001,BloatedBedBugB,{-1.28588e-13\,-700},1.0,1
0.001,BloatedBedBugB,{494.975\,-494.975},1.0,1
10,BloatedBedBugB,{700\,0},1.0,1
0.001,BloatedBedBugB,{494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{4.28626e-14\,700},1.0,1
0.001,BloatedBedBugB,{-494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{-700\,8.57253e-14},1.0,1
0.001,BloatedBedBugB,{-494.975\,-494.975},1.0,1
0.001,BloatedBedBugB,{-1.28588e-13\,-700},1.0,1
0.001,BloatedBedBugB,{494.975\,-494.975},1.0,1
10,BloatedBedBugB,{700\,0},1.0,1
0.001,BloatedBedBugB,{494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{4.28626e-14\,700},1.0,1
0.001,BloatedBedBugB,{-494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{-700\,8.57253e-14},1.0,1
0.001,BloatedBedBugB,{-494.975\,-494.975},1.0,1
0.001,BloatedBedBugB,{-1.28588e-13\,-700},1.0,1
0.001,BloatedBedBugB,{494.975\,-494.975},1.0,1
10,BloatedBedBugB,{700\,0},1.0,1
0.001,BloatedBedBugB,{494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{4.28626e-14\,700},1.0,1
0.001,BloatedBedBugB,{-494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{-700\,8.57253e-14},1.0,1
0.001,BloatedBedBugB,{-494.975\,-494.975},1.0,1
0.001,BloatedBedBugB,{-1.28588e-13\,-700},1.0,1
0.001,BloatedBedBugB,{494.975\,-494.975},1.0,1
10,BloatedBedBugB,{700\,0},1.0,1
0.001,BloatedBedBugB,{494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{4.28626e-14\,700},1.0,1
0.001,BloatedBedBugB,{-494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{-700\,8.57253e-14},1.0,1
0.001,BloatedBedBugB,{-494.975\,-494.975},1.0,1
0.001,BloatedBedBugB,{-1.28588e-13\,-700},1.0,1
0.001,BloatedBedBugB,{494.975\,-494.975},1.0,1
10,BloatedBedBugB,{700\,0},1.0,1
0.001,BloatedBedBugB,{494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{4.28626e-14\,700},1.0,1
0.001,BloatedBedBugB,{-494.975\,494.975},1.0,1
0.001,BloatedBedBugB,{-700\,8.57253e-14},1.0,1
0.001,BloatedBedBugB,{-494.975\,-494.975},1.0,1
0.001,BloatedBedBugB,{-1.28588e-13\,-700},1.0,1
0.001,BloatedBedBugB,{494.975\,-494.975},1.0,1
